"","Date","Text","bing_score","nrc_score","afin_score"
"2340","2017-12-12","despite thousands of hours wasted and many millions of dollars spent the democrats have been unable to show any collusion with russia so now they are moving on to the false accusations and fabricated stories of women who i don t know and or have never met fake news ",-1,-1,-1
"2344","2017-12-13","the reason i originally endorsed luther strange and his numbers went up mightily is that i said roy moore will not be able to win the general election i was right roy worked hard but the deck was stacked against him ",1,1,1
"2345","2017-12-13","thank you omarosa for your service i wish you continued success ",1,1,1
"2347","2017-12-14"," manufacturing optimism rose to another all time high in the latest shopfloornam outlook survey  t co luv bmp xc",1,1,1
"2348","2017-12-14","as a candidate i promised we would pass a massive tax cut for the everyday working americans if you make your voices heard this moment will be forever remembered as a great new beginning the dawn of a brilliant american future shining with patriotism prosperity and pride  t co exsbzrlcdw",1,1,1
"2349","2017-12-14","when americans are free to thrive innovate amp prosper there is no challenge too great no task too large amp no goal beyond our reach we are a nation of explorers pioneers innovators amp inventors we are nation of people who work hard dream big amp who never ever give up  t co lvdp zogz",1,1,1
"2352","2017-12-14","today we gathered in the roosevelt room for one single reason to cut the red tape for many decades an ever growing maze of regs rules and restrictions has cost our country trillions of dollars millions of jobs countless american factories amp devastated entire industries  t co ostxovnckf",-1,1,-1
"2353","2017-12-15","it was my honor thank you  t co lvqbrq bi",1,1,1
"2354","2017-12-15","to each member of the graduating class from the national academy at quantico congratulations  t co bgt s zlu",1,1,1
"2355","2017-12-15","you are always there for us the men and women in blue thank you to our police thank you to our sheriffs and thank you to our law enforcement families god bless you all and god bless america lesm  t co ejiddvl h",1,1,1
"2356","2017-12-15","today it was my tremendous honor to visit marine helicopter squadron one hmx at the marine corps air facility in quantico virginia i am honored to serve as your commander in chief on behalf of an entire nation thank you for your sacrifice and service we love you  t co elotc do ",1,1,1
"2359","2017-12-16","tax cuts will increase investment in the american economy and in u s workers leading to higher growth higher wages and more jobs  t co gxm psmu ",1,1,1
"2360","2017-12-16","congratulations to two great and hardworking guys corey lewandowski and david bossie on the success of their just out book let trump be trump finally people with real knowledge are writing about our wonderful and exciting campaign ",1,1,1
"2361","2017-12-16","great job kevin we are all proud of you  t co k heeaoxkt",1,1,1
"2364","2017-12-16","rt presssec potus historic tax cuts doubling of the child tax credit will do infinitely more to empower working moms than liberals p ",1,1,-1
"2365","2017-12-17","more than a century after conquering flight the wrightbrothers continue to motivate amp inspire americans who never tire of exploration amp innovation this great american spirit can be found in the design of every new supersonic jet and next generation  t co nekpmgkdg  t co podjl lay",1,1,1
"2366","2017-12-17","wonderful weekend at camp david a very special place a lot of very important work done heading back to the whitehouse now  t co ckxlsdr ut",1,1,1
"2369","2017-12-18","remember republicans are in congressional races this year the media refuses to mention this i said gillespie and moore would lose for very different reasons and they did i also predicted i would win republicans will do well in very well foxandfriends",-1,-1,1
"2370","2017-12-18","over the past months i have travelled tens of thousands of miles to visit countries i have met with more than world leaders and everywhere i traveled it was my highest privilege and greatest honor to represent the american people  t co sdseeihjh",1,1,1
"2372","2017-12-18","when the american people speak all of us should listen just over one year ago you spoke loud and clear on november you voted to make america great again  t co aov s pu",-1,-1,1
"2373","2017-12-18","my thoughts and prayers are with everyone involved in the train accident in dupont washington thank you to all of our wonderful first responders who are on the scene we are currently monitoring here at the white house ",1,1,1
"2374","2017-12-18","together our task is to strengthen our families to build up our communities to serve our citizens and to celebrate american greatness as a shining example to the world  t co ds tzlgjpa",1,1,1
"2380","2017-12-18","with the strategy that i announced today we are declaring that america is in the game and america is determined to win our four pillars of national security strategy  t co b poamvid ",1,1,1
"2381","2017-12-19","a story in the washingtonpost that i was close to rescinding the nomination of justice gorsuch prior to confirmation is fake news i never even wavered and am very proud of him and the job he is doing as a justice of the u s supreme court the unnamed sources don t exist ",1,1,1
"2383","2017-12-19","congratulations to paul ryan kevin mccarthy kevin brady steve scalise cathy mcmorris rodgers and all great house republicans who voted in favor of cutting your taxes ",1,-1,1
"2384","2017-12-19","stocks and the economy have a long way to go after the tax cut bill is totally understood and appreciated in scope and size immediate expensing will have a big impact biggest tax cuts and reform ever passed enjoy and create many beautiful jobs ",1,1,1
"2389","2017-12-20","the tax cuts are so large and so meaningful and yet the fake news is working overtime to follow the lead of their friends the defeated dems and only demean this is truly a case where the results will speak for themselves starting very soon jobs jobs jobs ",1,-1,-1
